sum_open_interest,sum_open_interest_value,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,volume_delta
0.665793422124711,0.7809547751667401,0.8058252427184485,0.8128078817733986,0.8540772532188843,0.8384279475982535,0.07184495683774815,0.07496216538079035,0.08137384412153237,0.08781557284337867,0.0921793863639644,0.8126322208225849
0.6561529676278148,0.7760182219257343,0.8106796116504871,0.8472906403940872,0.8583690987124459,0.8646288209607,0.054717009848197336,0.05723146749319795,0.06525759577278732,0.1022241220176917,0.10749059612172442,0.8901480430272426
0.6455943815099268,0.7992976346065754,0.8446601941747591,0.8472906403940872,0.8755364806866943,0.8777292576419207,0.08301198199078157,0.0868237952025056,0.08190224570673713,0.09646302250803859,0.10154553382614204,0.7995982037285257
0.7092908136249356,0.8370885581164638,0.859223300970875,0.8472906403940872,0.8884120171673828,0.8689956331877724,0.025813610380145895,0.02706335087829954,0.03434610303830911,0.028442143908401975,0.030037989357288714,0.8170339422863261
0.713019364401859,0.8354188171448653,0.8446601941747591,0.8423645320197046,0.8755364806866943,0.8646288209607,0.06098726283624033,0.06379342545119807,0.11070013210039631,0.07969625553390731,0.08386835503129315,0.8259051182023702
0.7571260653856413,0.8507013688858409,0.8398058252427187,0.8669950738916246,0.879828326180256,0.8951965065502172,0.058184939265931004,0.06095062001410469,0.052575957727873185,0.12834640179277348,0.13518524239985114,0.9348205635630726
0.7394205769038145,0.8649846709183544,0.8786407766990294,0.8768472906403932,0.9098712446351929,0.9039301310043673,0.06725237618186022,0.07059031948770275,0.07186261558784676,0.12484313764716591,0.13180257786166416,0.9023581907454468
0.7275434267994427,0.8725750769470784,0.8883495145631084,0.8916256157635463,0.9227467811158778,0.9213973799126638,0.04596242651114404,0.04832470751260472,0.05389696169088508,0.0968963952643639,0.10243904998223517,0.9033838441380883
0.7607361171729607,0.8949338906434727,0.9029126213592242,0.9064039408866975,0.9141630901287545,0.9126637554585155,0.05896831381646429,0.061991052155244614,0.059180977542932625,0.06615900932952938,0.0699943375131686,0.8033705190106383
0.7686637358158173,0.9003084225856428,0.893203883495147,0.9211822660098523,0.9313304721030047,0.9344978165938862,0.05348066000186489,0.05635256758784289,0.056010568031704094,0.07025557155071806,0.07449225588560628,0.8271253578282725
0.7314683887456859,0.9005624966410268,0.9174757281553401,0.9359605911330036,0.9527896995708147,0.9388646288209603,0.09255208878058815,0.09761633912043387,0.14689564068692207,0.08502291690761017,0.09027669170269487,0.7493242081023174
0.6983036742804138,0.8867684269753484,0.9271844660194191,0.9408866995073879,0.9570815450643764,0.9519650655021827,0.057253423384003924,0.060452578762753895,0.07608982826948481,0.06639096614898293,0.07056760261898956,0.808614873303015
0.6403758599511526,0.8669418528588855,0.9417475728155349,0.9507389162561566,0.9742489270386265,0.9694323144104793,0.05627294797727046,0.05951148567572291,0.07397622192866579,0.07966624734113799,0.08478259927883036,0.838934152215527
0.5972583899821338,0.8632946225887688,0.9611650485436893,0.9655172413793096,0.9914163090128749,0.9694323144104793,0.07503926675734443,0.0794072453210367,0.08243064729194187,0.08680446839154785,0.09247226211762942,0.8016599073122345
0.5951558482766472,0.8640834047124359,0.966019417475728,0.970443349753694,0.9871244635193133,0.9825327510917035,0.06373349341251809,0.06745948373981134,0.06182298546895641,0.06995028110041404,0.07455623586378177,0.7980191207581371
0.5919265877378841,0.8709610656720121,0.9708737864077683,0.9802955665024626,0.9957081545064366,0.9956331877729259,0.0774665515061844,0.08206302736979852,0.08586525759577279,0.06347851419316493,0.06776541448434059,0.746429653293226
0.5824889223375749,0.8736835514530776,0.9902912621359228,0.9901477832512295,0.9742489270386265,0.960698689956331,0.19170002246599732,0.20271810780637284,0.2044914134742404,0.17136850261959094,0.1824100641823018,0.6534899037859357
0.5047567016433163,0.8157683333416914,0.9563106796116507,0.9605911330049253,0.9699570815450649,0.9563318777292569,0.07990522322142729,0.0844238989830103,0.06314398943196829,0.0463835511067933,0.04945920015407935,0.7041207126125593
0.4635997195451438,0.7842247102440547,0.9514563106796121,0.9556650246305409,0.9828326180257498,0.9737991266375534,0.044704919947078516,0.04731290639477209,0.047291941875825624,0.033675880503706755,0.03597792225127171,0.7754535772491966
0.46684818634216185,0.7962277751882398,0.966019417475728,0.9901477832512295,0.9957081545064366,1.0,0.054646804991133335,0.05793131389897077,0.06208718626155879,0.08685560661354526,0.09262408996212344,0.8583950517637523
0.4832453300164268,0.8285693028963328,1.0,1.0,1.0,0.9781659388646293,0.09132909757382958,0.09680163931738724,0.08982826948480846,0.09061083304045259,0.09672488135903744,0.7643365083146089
0.530103091946664,0.8357336430454305,0.9708737864077683,0.9605911330049253,0.8969957081545061,0.8951965065502172,0.36981709984289307,0.38861934979245794,0.40819022457067367,0.3238150936592985,0.3422471305918495,0.4757725067308504
0.8009368450394163,0.8921071190677727,0.8786407766990294,0.8768472906403932,0.8927038626609445,0.9039301310043673,0.25000445841826574,0.26203668966719723,0.30726552179656536,0.3567134246000654,0.3761370253087044,0.8768749610889053
0.9454545164639683,0.9790896999997676,0.893203883495147,0.9064039408866975,0.927038626609443,0.9257641921397379,0.0850347635887438,0.08944429864994143,0.1191545574636724,0.13509623278213354,0.1429356386771473,0.8742914489593482
0.9499089913264527,1.0000000000000009,0.9126213592233015,0.9113300492610836,0.939914163090128,0.9257641921397379,0.08302748953257544,0.08736638940413373,0.10568031704095113,0.09946691954833113,0.10534199638204089,0.8057996171517399
